idx,case,Activity,timestamp,lifecycle,ApplicationType,LoanGoal,RequestedAmount,MonthlyCost,resource,Selected,EventID,OfferID,FirstWithdrawalAmount,Action,Accepted,CreditScore,NumberOfTerms,EventOrigin,OfferedAmount,EventIDraw
445752,Application_1000158214,W_Call after offers,2016-06-06T10:16:46.890+0100,START,New credit,Home improvement,12500.0,Unknown,User_32,Unknown,Workitem_62385800,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_62385800
445753,Application_1000158214,A_Complete,2016-06-06T10:16:46.892+0100,COMPLETE,New credit,Home improvement,12500.0,Unknown,User_32,Unknown,ApplState_658801120,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_658801120
445754,Application_1000158214,W_Call after offers,2016-06-06T10:18:42.197+0100,SUSPEND,New credit,Home improvement,12500.0,Unknown,User_32,Unknown,Workitem_1002498045,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1002498045
445755,Application_1000158214,W_Call after offers,2016-06-09T11:54:35.619+0100,ATE_ABORT,New credit,Home improvement,12500.0,Unknown,User_118,Unknown,Workitem_151330875,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_151330875
445756,Application_1000158214,W_Validate application,2016-06-09T11:54:35.626+0100,SCHEDULE,New credit,Home improvement,12500.0,Unknown,User_118,Unknown,Workitem_377296609,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_377296609
445757,Application_1000158214,W_Validate application,2016-06-09T11:54:35.628+0100,START,New credit,Home improvement,12500.0,Unknown,User_118,Unknown,Workitem_735290570,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_735290570
445758,Application_1000158214,A_Validating,2016-06-09T11:54:36.870+0100,COMPLETE,New credit,Home improvement,12500.0,Unknown,User_118,Unknown,ApplState_1806387445,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_1806387445
445759,Application_1000158214,O_Returned,2016-06-09T11:55:13.652+0100,COMPLETE,New credit,Home improvement,12500.0,Unknown,User_118,Unknown,OfferState_54186963,Offer_927137349,Unknown,statechange,Unknown,Unknown,Unknown,Offer,Unknown,OfferState_54186963
445760,Application_1000158214,W_Validate application,2016-06-09T11:56:08.765+0100,SUSPEND,New credit,Home improvement,12500.0,Unknown,User_118,Unknown,Workitem_705745645,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_705745645
445761,Application_1000158214,O_Accepted,2016-06-10T13:02:01.275+0100,COMPLETE,New credit,Home improvement,12500.0,Unknown,User_90,Unknown,OfferState_974301742,Offer_927137349,Unknown,statechange,Unknown,Unknown,Unknown,Offer,Unknown,OfferState_974301742
445762,Application_1000158214,A_Pending,2016-06-10T13:02:01.278+0100,COMPLETE,New credit,Home improvement,12500.0,Unknown,User_90,Unknown,ApplState_656109704,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_656109704
445763,Application_1000158214,W_Validate application,2016-06-10T13:02:01.282+0100,ATE_ABORT,New credit,Home improvement,12500.0,Unknown,User_90,Unknown,Workitem_408959839,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_408959839
279666,Application_1000311556,A_Create Application,2016-04-04T17:56:37.675+0100,COMPLETE,New credit,Car,45000.0,Unknown,User_71,Unknown,Application_1000311556,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Application,Unknown,Application_1000311556
279667,Application_1000311556,W_Complete application,2016-04-04T17:56:37.688+0100,SCHEDULE,New credit,Car,45000.0,Unknown,User_71,Unknown,Workitem_1212746755,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1212746755
279668,Application_1000311556,W_Complete application,2016-04-04T17:56:37.693+0100,START,New credit,Car,45000.0,Unknown,User_71,Unknown,Workitem_95061077,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_95061077
279669,Application_1000311556,A_Concept,2016-04-04T17:56:37.696+0100,COMPLETE,New credit,Car,45000.0,Unknown,User_71,Unknown,ApplState_1508577231,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_1508577231
279670,Application_1000311556,A_Accepted,2016-04-04T18:06:29.479+0100,COMPLETE,New credit,Car,45000.0,Unknown,User_71,Unknown,ApplState_189615352,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_189615352
279671,Application_1000311556,O_Create Offer,2016-04-04T18:12:03.476+0100,COMPLETE,New credit,Car,45000.0,500.0,User_71,False,Offer_2032690166,Offer_2032690166,0.0,Created,True,0.0,111.0,Offer,45000.0,Offer_2032690166
279672,Application_1000311556,O_Created,2016-04-04T18:12:04.732+0100,COMPLETE,New credit,Car,45000.0,Unknown,User_71,Unknown,OfferState_53557494,Offer_2032690166,Unknown,statechange,Unknown,Unknown,Unknown,Offer,Unknown,OfferState_53557494
279673,Application_1000311556,O_Sent (mail and online),2016-04-04T18:15:45.527+0100,COMPLETE,New credit,Car,45000.0,Unknown,User_71,Unknown,OfferState_92937008,Offer_2032690166,Unknown,statechange,Unknown,Unknown,Unknown,Offer,Unknown,OfferState_92937008
279674,Application_1000311556,W_Complete application,2016-04-04T18:15:45.563+0100,COMPLETE,New credit,Car,45000.0,Unknown,User_71,Unknown,Workitem_1256293080,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1256293080
279675,Application_1000311556,W_Call after offers,2016-04-04T18:15:45.576+0100,SCHEDULE,New credit,Car,45000.0,Unknown,User_71,Unknown,Workitem_422959011,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_422959011
279676,Application_1000311556,W_Call after offers,2016-04-04T18:15:45.581+0100,START,New credit,Car,45000.0,Unknown,User_71,Unknown,Workitem_877449170,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_877449170
279677,Application_1000311556,A_Complete,2016-04-04T18:15:45.588+0100,COMPLETE,New credit,Car,45000.0,Unknown,User_71,Unknown,ApplState_1579394275,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_1579394275
279678,Application_1000311556,W_Call after offers,2016-04-04T18:17:40.999+0100,SUSPEND,New credit,Car,45000.0,Unknown,User_71,Unknown,Workitem_1768521088,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1768521088
279679,Application_1000311556,W_Call after offers,2016-04-08T16:03:19.923+0100,RESUME,New credit,Car,45000.0,Unknown,User_16,Unknown,Workitem_2001467152,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_2001467152
279680,Application_1000311556,W_Call after offers,2016-04-08T16:03:40.339+0100,SUSPEND,New credit,Car,45000.0,Unknown,User_16,Unknown,Workitem_1508760141,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1508760141
279681,Application_1000311556,A_Cancelled,2016-05-05T08:00:48.903+0100,COMPLETE,New credit,Car,45000.0,Unknown,User_1,Unknown,ApplState_1231780915,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_1231780915
279682,Application_1000311556,O_Cancelled,2016-05-05T08:00:48.950+0100,COMPLETE,New credit,Car,45000.0,Unknown,User_1,Unknown,OfferState_798260933,Offer_2032690166,Unknown,statechange,Unknown,Unknown,Unknown,Offer,Unknown,OfferState_798260933
279683,Application_1000311556,W_Call after offers,2016-05-05T08:00:48.963+0100,ATE_ABORT,New credit,Car,45000.0,Unknown,User_1,Unknown,Workitem_1728373040,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1728373040
841655,Application_1000334415,A_Create Application,2016-09-15T18:39:17.758+0100,COMPLETE,New credit,"Other, see explanation",5000.0,Unknown,User_1,Unknown,Application_1000334415,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Application,Unknown,Application_1000334415
841656,Application_1000334415,A_Submitted,2016-09-15T18:39:17.793+0100,COMPLETE,New credit,"Other, see explanation",5000.0,Unknown,User_1,Unknown,ApplState_1495860826,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_1495860826
841657,Application_1000334415,W_Handle leads,2016-09-15T18:39:17.950+0100,SCHEDULE,New credit,"Other, see explanation",5000.0,Unknown,User_1,Unknown,Workitem_276310869,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_276310869
841658,Application_1000334415,W_Handle leads,2016-09-15T18:39:41.600+0100,WITHDRAW,New credit,"Other, see explanation",5000.0,Unknown,User_1,Unknown,Workitem_39708851,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_39708851
841659,Application_1000334415,W_Complete application,2016-09-15T18:39:41.607+0100,SCHEDULE,New credit,"Other, see explanation",5000.0,Unknown,User_1,Unknown,Workitem_389457892,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_389457892
841660,Application_1000334415,A_Concept,2016-09-15T18:39:41.610+0100,COMPLETE,New credit,"Other, see explanation",5000.0,Unknown,User_1,Unknown,ApplState_1449652462,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_1449652462
841661,Application_1000334415,W_Complete application,2016-09-16T12:16:13.728+0100,START,New credit,"Other, see explanation",5000.0,Unknown,User_132,Unknown,Workitem_1044621236,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1044621236
841662,Application_1000334415,W_Complete application,2016-09-16T12:18:25.724+0100,SUSPEND,New credit,"Other, see explanation",5000.0,Unknown,User_132,Unknown,Workitem_1600760167,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1600760167
841663,Application_1000334415,W_Complete application,2016-09-16T13:23:45.017+0100,RESUME,New credit,"Other, see explanation",5000.0,Unknown,User_91,Unknown,Workitem_317550882,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_317550882
841664,Application_1000334415,A_Accepted,2016-09-16T13:31:41.123+0100,COMPLETE,New credit,"Other, see explanation",5000.0,Unknown,User_91,Unknown,ApplState_135633736,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_135633736
841665,Application_1000334415,O_Create Offer,2016-09-16T13:35:15.403+0100,COMPLETE,New credit,"Other, see explanation",5000.0,152.82,User_91,True,Offer_2062524462,Offer_2062524462,5000.0,Created,True,0.0,36.0,Offer,5000.0,Offer_2062524462
841666,Application_1000334415,O_Created,2016-09-16T13:35:15.934+0100,COMPLETE,New credit,"Other, see explanation",5000.0,Unknown,User_91,Unknown,OfferState_1852483606,Offer_2062524462,Unknown,statechange,Unknown,Unknown,Unknown,Offer,Unknown,OfferState_1852483606
841667,Application_1000334415,O_Sent (mail and online),2016-09-16T13:36:11.620+0100,COMPLETE,New credit,"Other, see explanation",5000.0,Unknown,User_91,Unknown,OfferState_2092659738,Offer_2062524462,Unknown,statechange,Unknown,Unknown,Unknown,Offer,Unknown,OfferState_2092659738
841668,Application_1000334415,W_Complete application,2016-09-16T13:36:11.632+0100,COMPLETE,New credit,"Other, see explanation",5000.0,Unknown,User_91,Unknown,Workitem_141369830,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_141369830
841669,Application_1000334415,W_Call after offers,2016-09-16T13:36:11.640+0100,SCHEDULE,New credit,"Other, see explanation",5000.0,Unknown,User_91,Unknown,Workitem_185253448,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_185253448
841670,Application_1000334415,W_Call after offers,2016-09-16T13:36:11.641+0100,START,New credit,"Other, see explanation",5000.0,Unknown,User_91,Unknown,Workitem_147664492,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_147664492
841671,Application_1000334415,A_Complete,2016-09-16T13:36:11.643+0100,COMPLETE,New credit,"Other, see explanation",5000.0,Unknown,User_91,Unknown,ApplState_1173449470,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_1173449470
841672,Application_1000334415,W_Call after offers,2016-09-16T13:38:30.411+0100,SUSPEND,New credit,"Other, see explanation",5000.0,Unknown,User_91,Unknown,Workitem_2124679507,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_2124679507
841673,Application_1000334415,W_Call after offers,2016-09-20T08:41:51.127+0100,RESUME,New credit,"Other, see explanation",5000.0,Unknown,User_5,Unknown,Workitem_146351515,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_146351515
841674,Application_1000334415,W_Call after offers,2016-09-20T08:42:08.671+0100,SUSPEND,New credit,"Other, see explanation",5000.0,Unknown,User_5,Unknown,Workitem_1228996204,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1228996204
841675,Application_1000334415,W_Call after offers,2016-09-21T16:06:50.226+0100,ATE_ABORT,New credit,"Other, see explanation",5000.0,Unknown,User_119,Unknown,Workitem_898996653,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_898996653
841676,Application_1000334415,W_Validate application,2016-09-21T16:06:50.232+0100,SCHEDULE,New credit,"Other, see explanation",5000.0,Unknown,User_119,Unknown,Workitem_1825276704,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1825276704
841677,Application_1000334415,W_Validate application,2016-09-21T16:06:50.234+0100,START,New credit,"Other, see explanation",5000.0,Unknown,User_119,Unknown,Workitem_1741145193,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1741145193
841678,Application_1000334415,A_Validating,2016-09-21T16:06:51.007+0100,COMPLETE,New credit,"Other, see explanation",5000.0,Unknown,User_119,Unknown,ApplState_26354720,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_26354720
841679,Application_1000334415,O_Returned,2016-09-21T16:06:59.357+0100,COMPLETE,New credit,"Other, see explanation",5000.0,Unknown,User_119,Unknown,OfferState_1251112099,Offer_2062524462,Unknown,statechange,Unknown,Unknown,Unknown,Offer,Unknown,OfferState_1251112099
841680,Application_1000334415,W_Validate application,2016-09-21T16:09:13.094+0100,COMPLETE,New credit,"Other, see explanation",5000.0,Unknown,User_119,Unknown,Workitem_1115948551,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1115948551
841681,Application_1000334415,W_Call incomplete files,2016-09-21T16:09:13.100+0100,SCHEDULE,New credit,"Other, see explanation",5000.0,Unknown,User_119,Unknown,Workitem_1348871453,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1348871453
841682,Application_1000334415,W_Call incomplete files,2016-09-21T16:09:13.102+0100,START,New credit,"Other, see explanation",5000.0,Unknown,User_119,Unknown,Workitem_1538463576,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1538463576
841683,Application_1000334415,A_Incomplete,2016-09-21T16:09:13.104+0100,COMPLETE,New credit,"Other, see explanation",5000.0,Unknown,User_119,Unknown,ApplState_1989183604,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_1989183604
841684,Application_1000334415,W_Call incomplete files,2016-09-21T16:09:23.400+0100,SUSPEND,New credit,"Other, see explanation",5000.0,Unknown,User_119,Unknown,Workitem_2041030544,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_2041030544
841685,Application_1000334415,W_Call incomplete files,2016-09-21T19:26:22.869+0100,RESUME,New credit,"Other, see explanation",5000.0,Unknown,User_58,Unknown,Workitem_640866117,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_640866117
841686,Application_1000334415,W_Call incomplete files,2016-09-21T19:27:46.952+0100,SUSPEND,New credit,"Other, see explanation",5000.0,Unknown,User_58,Unknown,Workitem_2063325182,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_2063325182
841687,Application_1000334415,W_Call incomplete files,2016-09-22T10:14:44.108+0100,ATE_ABORT,New credit,"Other, see explanation",5000.0,Unknown,User_121,Unknown,Workitem_2086992075,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_2086992075
841688,Application_1000334415,W_Validate application,2016-09-22T10:14:44.115+0100,SCHEDULE,New credit,"Other, see explanation",5000.0,Unknown,User_121,Unknown,Workitem_771319788,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_771319788
841689,Application_1000334415,W_Validate application,2016-09-22T10:14:44.116+0100,START,New credit,"Other, see explanation",5000.0,Unknown,User_121,Unknown,Workitem_986975300,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_986975300
841690,Application_1000334415,A_Validating,2016-09-22T10:14:44.169+0100,COMPLETE,New credit,"Other, see explanation",5000.0,Unknown,User_121,Unknown,ApplState_873431833,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_873431833
841691,Application_1000334415,W_Validate application,2016-09-22T10:14:50.121+0100,SUSPEND,New credit,"Other, see explanation",5000.0,Unknown,User_121,Unknown,Workitem_227746610,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_227746610
841692,Application_1000334415,A_Denied,2016-09-29T09:45:34.349+0100,COMPLETE,New credit,"Other, see explanation",5000.0,Unknown,User_68,Unknown,ApplState_1234309188,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_1234309188
841693,Application_1000334415,O_Refused,2016-09-29T09:45:34.380+0100,COMPLETE,New credit,"Other, see explanation",5000.0,Unknown,User_68,Unknown,OfferState_1555577038,Offer_2062524462,Unknown,statechange,Unknown,Unknown,Unknown,Offer,Unknown,OfferState_1555577038
841694,Application_1000334415,W_Validate application,2016-09-29T09:45:34.389+0100,ATE_ABORT,New credit,"Other, see explanation",5000.0,Unknown,User_68,Unknown,Workitem_315515737,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_315515737
